31084,0.044,0.038,-0.09812,0.005,0.009,0.00712
31084,0.044,0.038,-0.09812,0.005,0.009,0.00712
31084,0.014,0.03,-0.06812,0.01,0.004,0.00412
31084,-0.001,0.004,-0.01112,0.014,-0.012,-0.00612
31084,-0.001,0.004,-0.01112,0.014,-0.012,-0.00612
31084,-0.013,0.009,-0.03212,0.01,-0.019,-0.00612
31084,0.005,0.07,-0.04412,0.006,-0.012,-0.01012
31084,0.034,0.086,0.00612,0.003,-0.005,-0.01012
31084,0.034,0.086,0.00612,0.003,-0.005,-0.01012
31084,0.028,0.009,-0.03512,0.002,0.0,-0.00812
31084,0.032,0.007,-0.05312,0.001,-0.007,-0.00412
31084,0.032,0.007,-0.05312,0.001,-0.007,-0.00412
31084,0.039,0.004,-0.03112,0.002,-0.018,-0.00612
31084,0.003,0.021,0.00012,0.003,-0.027,-0.01212
31084,-0.005,0.03,0.00112,0.004,-0.032,-0.01812
31084,-0.005,0.03,0.00112,0.004,-0.032,-0.01812
31084,-0.012,0.053,0.03612,0.003,-0.029,-0.02312
31084,-0.011,-0.067,0.06512,0.004,-0.017,-0.02512
31084,-0.011,-0.067,0.06512,0.004,-0.017,-0.02512
31084,-0.004,-0.067,0.06112,0.003,-0.012,-0.02312
31084,-0.02,-0.036,0.05412,0.008,-0.008,-0.01912
31084,-0.035,-0.065,0.04712,0.011,-0.006,-0.01112
31084,-0.035,-0.065,0.04712,0.011,-0.006,-0.01112
31084,-0.03,-0.078,-0.00612,0.011,-0.01,-0.01012
31084,-0.048,-0.06,0.04912,0.01,-0.01,-0.00412
31084,-0.03,-0.019,0.01712,0.007,-0.011,0.00512
31084,-0.03,-0.019,0.01712,0.007,-0.011,0.00512
31084,0.004,-0.019,0.00112,0.006,-0.01,0.01012
31084,0.008,-0.078,-0.02212,0.007,-0.01,0.01312
31084,0.008,-0.078,-0.02212,0.007,-0.01,0.01312
31084,0.011,-0.043,-0.03512,0.005,-0.015,0.01812
31084,0.022,-0.087,0.01212,0.0,-0.017,0.02312
31084,0.024,-0.093,-0.00612,-0.0,-0.016,0.03212
31084,0.024,-0.093,-0.00612,-0.0,-0.016,0.03212
31084,0.007,-0.102,0.00112,-0.0,-0.016,0.04012
31084,0.061,-0.18,-0.02212,-0.007,-0.016,0.05012
31084,0.061,-0.18,-0.02212,-0.007,-0.016,0.05012
31084,0.063,-0.16,-0.00912,-0.013,-0.016,0.07212
31084,0.09,-0.135,-0.01212,-0.013,-0.013,0.09312
31084,0.071,-0.091,-0.06712,-0.002,-0.011,0.11012
31084,0.071,-0.091,-0.06712,-0.002,-0.011,0.11012
31084,0.047,-0.091,-0.02712,0.011,-0.013,0.12312
31084,0.029,-0.079,-0.02612,0.022,-0.015,0.13312
31084,0.029,-0.079,-0.02612,0.022,-0.015,0.13312
31084,-0.033,-0.008,0.00812,0.023,-0.021,0.13812
31084,0.034,-0.023,0.03712,0.015,-0.023,0.14212
31084,0.01,-0.047,0.06612,0.003,-0.019,0.14512
31084,0.01,-0.047,0.06612,0.003,-0.019,0.14512
31084,-0.0,-0.021,0.01612,-0.003,-0.016,0.14812
31084,0.002,-0.092,0.01312,-0.008,-0.014,0.15912
31084,0.002,-0.092,0.01312,-0.008,-0.014,0.15912
31084,-0.043,-0.126,0.02312,-0.01,-0.015,0.17212
31084,-0.045,-0.147,0.06212,-0.011,-0.016,0.18912
31084,-0.051,-0.12,0.04412,-0.014,-0.016,0.20312
31084,-0.051,-0.12,0.04412,-0.014,-0.016,0.20312
31084,-0.001,-0.166,0.01812,-0.013,-0.015,0.22712
31084,0.0,-0.161,-0.00812,-0.008,-0.012,0.25112
31084,0.0,-0.161,-0.00812,-0.008,-0.012,0.25112
31084,-0.011,-0.146,0.05612,-0.005,-0.012,0.28112
31084,0.049,-0.095,-0.05512,-0.007,-0.015,0.30912
31084,0.034,0.03,-0.06712,-0.008,-0.025,0.31912
31084,0.034,0.03,-0.06712,-0.008,-0.025,0.31912
31084,0.099,0.081,-0.05312,-0.001,-0.039,0.30512
31084,0.105,0.192,-0.04212,-0.002,-0.042,0.27912
31084,0.083,0.195,-0.06612,-0.011,-0.044,0.23712
31084,0.083,0.195,-0.06612,-0.011,-0.044,0.23712
31084,0.091,0.222,-0.08012,-0.021,-0.048,0.19712
31084,0.107,0.205,-0.10812,-0.028,-0.057,0.15812
31084,0.107,0.205,-0.10812,-0.028,-0.057,0.15812
31084,0.068,0.095,-0.12512,-0.036,-0.066,0.12612
31084,0.012,0.043,-0.03912,-0.042,-0.081,0.10612
31084,0.0,0.071,0.06612,-0.045,-0.091,0.09012
31084,0.0,0.071,0.06612,-0.045,-0.091,0.09012
31084,-0.028,0.048,0.07212,-0.048,-0.08,0.07312
31084,-0.014,0.068,0.03512,-0.052,-0.063,0.06512
31084,-0.014,0.068,0.03512,-0.052,-0.063,0.06512
31084,-0.01,-0.069,0.03612,-0.058,-0.051,0.06212
31084,-0.013,0.011,0.01612,-0.062,-0.05,0.07012
31084,-0.038,-0.036,0.03312,-0.055,-0.061,0.07512
31084,-0.038,-0.036,0.03312,-0.055,-0.061,0.07512
31084,-0.008,-0.057,0.09212,-0.046,-0.07,0.07412
31084,-0.043,-0.103,0.14412,-0.033,-0.069,0.07812
31084,-0.043,-0.103,0.14412,-0.033,-0.069,0.07812
