 387210.03125,-0.094,-0.116,-0.15411,-0.104,0.014,0.09711
 387211.03125,-0.061,-0.11,-0.02611,0.001,-0.002,-0.01111
 387212.03125,0.023,-0.049,-0.01811,0.004,0.004,-0.00311
 387213.03125,-0.0,0.009,0.03411,0.001,-0.002,0.00511
 387214.03125,0.041,0.011,0.02011,-0.004,0.002,0.00111
 387215.03125,-0.014,-0.062,0.05011,-0.004,0.002,0.00111
 387216.03125,0.025,-0.061,0.07711,0.0,0.001,0.00111
 387217.03125,0.032,-0.016,0.04011,-0.001,0.001,0.00211
 387218.03125,0.01,-0.016,0.03011,-0.001,-0.001,0.00111
 387219.03125,0.005,0.02,0.02411,-0.002,-0.001,0.00111
 387220.03125,0.028,-0.003,0.01011,-0.0,-0.002,-0.00011
 387221.03125,0.02,-0.035,0.03011,-0.001,0.001,0.00111
 387222.03125,-0.016,0.021,0.03211,0.001,0.0,0.00111
 387223.03125,0.017,0.032,0.00911,0.0,-0.002,0.00211
 387224.03125,-0.004,0.02,0.00611,-0.001,-0.002,0.00111
 387225.03125,-0.013,0.054,0.03711,0.0,-0.0,-0.00111
 387226.03125,-0.015,-0.016,0.04611,-0.001,-0.001,0.00111
 387227.03125,-0.004,-0.005,0.00411,-0.0,0.001,-0.00011
 387228.03125,-0.001,0.005,-0.00211,-0.0,-0.0,0.00111
 387229.03125,-0.011,0.025,0.01111,-0.0,-0.0,-0.00011
 387230.03125,-0.022,0.001,0.03111,-0.0,-0.0,0.00111
 387231.03125,-0.002,0.011,0.00711,0.001,0.001,-0.00011
 387232.03125,0.001,0.048,0.00411,-0.0,-0.0,-0.00011
 387233.03125,-0.014,-0.021,0.00111,-0.001,0.001,-0.00211
 387234.03125,-0.016,-0.012,0.03411,0.001,-0.001,-0.00011
 387235.03125,-0.025,0.018,0.00211,0.001,-0.001,-0.00011
 387236.03125,0.012,-0.024,0.04311,-0.0,0.0,-0.00011
 387237.03125,-0.004,0.037,0.02311,-0.001,-0.001,0.00111
 387238.03125,0.014,0.009,0.01511,-0.0,0.0,0.00111
 387239.03125,-0.014,0.028,0.03611,-0.003,-0.001,-0.00111
 387240.03125,-0.024,0.034,0.01911,0.003,0.001,-0.00111
 387241.03125,-0.048,0.049,0.04711,-0.0,0.0,0.00111
 387242.03125,-0.003,0.045,0.00611,-0.0,-0.002,0.00111
 387243.03125,-0.018,0.019,0.06311,0.001,0.001,-0.00211
 387244.03125,-0.001,-0.016,0.03911,-0.002,-0.0,-0.00011
 387245.03125,0.011,0.033,0.00211,0.0,0.002,-0.00011
 387246.03125,0.023,0.098,0.03111,-0.001,-0.001,-0.00011
 387247.03125,0.009,0.001,0.02711,-0.001,-0.001,-0.00011
 387248.03125,-0.029,-0.02,0.05711,-0.001,0.001,-0.00011
 387249.03125,0.031,-0.019,0.01311,-0.001,-0.002,0.00211
 387250.03125,-0.029,0.011,0.02911,-0.003,-0.002,0.00111
 387251.03125,0.037,0.046,0.07211,0.003,0.004,-0.00511
 387252.03125,-0.032,0.056,0.01211,0.001,-0.002,0.00211
 387253.03125,0.034,0.009,0.05111,-0.001,-0.001,0.00211
 387254.03125,-0.001,-0.019,0.04011,-0.001,0.002,-0.00011
 387255.03125,-0.012,-0.074,0.03811,0.001,0.0,0.00111
 387256.03125,-0.064,-0.018,0.02911,-0.001,-0.002,0.00211
 387257.03125,-0.028,-0.017,0.04611,0.0,-0.005,0.00211
 387258.03125,0.06,-0.05,0.03311,0.001,-0.002,0.00111
 387259.03125,0.007,-0.02,0.00911,0.004,0.004,-0.00211
 387260.03125,-0.027,0.006,0.04011,0.0,-0.005,0.00111
 387261.03125,0.038,0.015,-0.00011,0.001,0.002,-0.00111
 387262.03125,-0.053,-0.019,0.01111,0.001,0.002,0.00111
 387263.03125,-0.009,0.01,0.01811,-0.0,-0.002,-0.00011
 387264.03125,-0.024,0.045,-0.00211,0.006,-0.002,0.00011
 387265.03125,0.035,0.016,0.04011,-0.003,0.0,0.00211
 387266.03125,-0.047,-0.011,0.00411,0.002,0.001,-0.00011
 387267.03125,-0.001,-0.049,0.03611,-0.0,-0.002,0.00111
 387268.03125,-0.021,0.042,0.03211,-0.001,-0.001,0.00311
 387269.03125,-0.023,0.045,0.00811,-0.003,-0.003,-0.00011
 387270.03125,-0.015,0.049,0.04111,-0.002,-0.005,0.00111
 387271.03125,0.0,0.077,-0.08711,-0.002,0.0,0.00111
 387272.03125,0.01,0.007,0.07311,0.001,0.002,-0.00111
 387273.03125,-0.033,-0.002,0.04511,-0.001,-0.001,-0.00111
 387274.03125,-0.002,-0.03,0.01011,0.0,-0.001,0.00111
 387275.03125,0.055,-0.028,0.04111,0.001,0.0,0.00111
 387276.03125,0.03,0.006,-0.00411,0.001,0.001,-0.00211
 387277.03125,-0.015,0.041,0.08111,-0.003,-0.004,-0.00011
 387278.03125,0.01,-0.027,0.02211,0.004,-0.0,-0.00311
 387279.03125,-0.031,0.03,0.01611,0.002,-0.0,-0.00011
 387280.03125,0.022,-0.025,0.01311,-0.002,0.004,0.00111
 387281.03125,-0.025,-0.024,0.01511,0.0,-0.001,-0.00011
 387282.03125,-0.016,-0.014,0.02911,-0.001,-0.002,-0.00011
 387283.03125,-0.001,0.056,0.00111,-0.004,0.004,0.00411
 387284.03125,0.07,-0.018,0.03011,0.005,0.009,0.00011
 387285.03125,0.032,-0.06,0.02911,0.005,0.002,0.00711
 387286.03125,0.046,0.009,0.04811,0.004,0.002,-0.00211
 387287.03125,-0.009,-0.04,0.05511,0.001,-0.001,0.00311
 387288.03125,-0.049,-0.024,-0.09111,0.001,-0.003,0.00211
 387289.03125,-0.018,-0.025,0.02111,-0.003,-0.007,0.00111
 387290.03125,-0.048,-0.006,0.01811,-0.0,0.0,-0.00011
 387291.03125,0.019,0.012,0.03511,-0.001,-0.0,-0.00311
 387292.03125,0.083,-0.058,0.01211,0.012,-0.002,-0.00411
 387293.03125,-0.028,0.003,0.01911,-0.003,-0.004,0.00311
 387294.03125,0.004,-0.028,0.04111,-0.001,-0.002,0.00111
 387295.03125,0.008,-0.001,0.01611,0.001,-0.001,-0.00111
 387296.03125,-0.027,0.017,0.03511,-0.001,0.001,-0.00111
 387297.03125,-0.022,-0.053,0.01911,0.006,0.004,0.00111
 387298.03125,-0.018,0.01,0.01111,0.002,-0.001,-0.00011
 387299.03125,-0.019,-0.022,0.00711,0.002,-0.001,0.00211
 387300.03125,0.014,0.02,-0.01111,-0.001,-0.001,-0.00011
 387301.03125,-0.008,0.038,0.01911,0.001,-0.001,-0.00011
 387302.03125,0.003,-0.005,0.04411,-0.002,0.001,-0.00211
 387303.03125,-0.022,-0.002,0.02511,-0.0,0.002,-0.00011
 387304.03125,0.001,0.018,0.01911,0.0,0.002,0.00111
 387305.03125,0.007,-0.021,-0.00911,-0.0,0.0,-0.00011
 387306.03125,-0.006,-0.0,0.00411,-0.001,0.001,0.00111
 387307.03125,-0.006,0.008,0.00911,-0.001,-0.002,0.00111
 387308.03125,-0.024,0.05,0.02311,0.002,0.0,-0.00211
 387309.03125,0.002,0.051,0.00611,0.001,0.0,-0.00011
 387310.03125,-0.01,-0.011,0.05911,-0.002,-0.0,-0.00011
 387311.03125,-0.017,-0.05,0.06111,-0.001,0.001,-0.00111
 387312.03125,-0.023,-0.02,0.07311,-0.0,0.0,-0.00011
 387313.03125,-0.032,0.022,0.06711,0.001,-0.001,-0.00111
 387314.03125,-0.0,0.015,0.01511,0.001,0.0,0.00111
 387315.03125,0.014,0.021,0.06011,-0.002,-0.001,-0.00011
 387316.03125,0.0,-0.023,0.04311,0.001,0.0,-0.00011
 387317.03125,0.006,0.059,0.01311,-0.0,0.0,-0.00011
 387318.03125,0.017,-0.058,0.02111,0.001,-0.001,0.00111
 387319.03125,-0.002,0.024,0.09911,-0.001,0.001,0.00111
 387320.03125,-0.013,-0.01,0.03011,-0.001,0.001,-0.00011
 387321.03125,0.008,0.02,-0.00411,-0.0,0.0,0.00111
 387322.03125,0.029,0.008,-0.01111,-0.001,-0.001,0.00111
 387323.03125,-0.003,-0.034,0.03811,-0.002,-0.0,-0.00011
 387324.03125,-0.011,-0.018,0.05211,-0.0,0.002,0.00111
 387325.03125,-0.002,-0.03,0.02911,-0.001,-0.001,-0.00011
 387326.03125,-0.002,-0.001,0.06511,0.001,-0.001,-0.00111
 387327.03125,-0.006,-0.009,-0.00111,-0.001,-0.002,-0.00011
 387328.03125,-0.005,0.022,-0.01111,0.0,-0.001,0.00111
 387329.03125,-0.026,0.028,0.02811,-0.001,-0.001,0.00111
 387330.03125,0.015,-0.025,0.02311,-0.0,0.0,0.00111
 387331.03125,-0.016,0.011,0.01411,-0.001,0.001,-0.00111
 387332.03125,-0.017,-0.006,0.01011,0.001,0.001,-0.00111
 387333.03125,0.011,0.032,0.00011,-0.0,0.0,-0.00011
 387334.03125,-0.006,0.039,0.02211,-0.001,-0.001,0.00111
 387335.03125,-0.014,0.028,0.00811,-0.001,-0.001,0.00111
 387336.03125,0.018,0.046,0.01411,0.001,-0.001,-0.00011
 387337.03125,-0.008,-0.008,0.05811,0.001,0.001,-0.00011
 387338.03125,-0.014,0.04,0.02411,0.002,-0.0,0.00111
